nbLignes	1468
939800	304425	13.8254
940000	304425	14.0495
937450	304450	11.2955
938025	304450	20.7786
939975	304450	14.2253
937600	304475	9.66248
937400	304500	12.6875
937950	304500	19.2901
939150	304500	10.6735
939475	304500	12.1016
937450	304525	11.3763
938025	304525	21.8773
938800	304525	11.1978
938875	304525	11.6119
938900	304525	11.8716
939400	304525	11.9323
937550	304550	8.1164
937150	304575	19.5584
937375	304575	13.3596
937475	304575	11.2577
938850	304600	18.5212
938875	304600	17.7634
938950	304600	16.3311
937550	304625	8.40684
939075	304625	15.7922
939350	304625	13.6873
939375	304625	13.6778
939800	304625	14.8968
938775	304650	25.9881
937625	304675	11.0153
938925	304675	20.7212
938150	304700	27.1022
938350	304700	35.9532
937575	304725	9.31519
937850	304725	17.3729
937900	304725	18.7919
937975	304725	21.0152
938250	304725	31.0426
938600	304725	51.7247
938975	304725	20.2118
939800	304725	15.1993
937325	304750	16.0719
938825	304775	29.7047
938950	304775	21.9501
937800	304800	15.8195
938850	304800	27.2817
938950	304800	21.9274
939300	304800	16.4828
938750	304825	30.9307
939000	304850	20.7658
937500	304875	5.52979
938975	304875	20.8087
938550	304900	34.3568
938575	304900	35.4691
942475	304900	10.6106
938725	304925	30.1088
938825	304925	20.742
937850	304950	15.4134
944075	304950	15.1502
944400	304950	14.6772
938025	304975	18.5581
938700	304975	29.8078
938050	305025	18.6701
938675	305025	30.3535
942800	305025	8.06223
938425	305050	28.3379
938700	305075	28.3915
939675	305075	15.1513
940000	305075	14.4968
938175	305100	20.6224
941475	305100	15.2883
942500	305100	6.45375
937725	305125	11.4531
938550	305175	27.437
940100	305225	13.5477
940675	305225	11.5719
942775	305225	8.15184
943800	305225	7.39908
934750	305250	14.9804
938200	305300	19.3792
938275	305300	20.9431
940125	305300	12.8161
941375	305300	16.9264
943200	305325	4.40784
940425	305350	13.0361
938175	305375	17.6229
938625	305375	22.1908
939350	305375	12.3606
940225	305375	11.6062
940325	305425	13.4843
938275	305450	17.9463
940775	305450	16.8916
943825	305475	2.96686
937975	305500	11.6086
940200	305500	11.6811
940300	305500	14.3954
940650	305500	16.6944
940700	305500	17.0659
943625	305500	0.0868449
938675	305525	18.7449
944325	305525	6.20866
938050	305550	12.0543
938625	305550	18.3692
938625	305575	17.8036
940275	305600	15.5726
940350	305600	15.972
941000	305600	20.3736
940350	305650	16.5003
938050	305675	9.51578
940375	305675	16.927
941600	305675	27.1224
944025	305675	1.89605
938275	305700	12.0413
938525	305700	14.6388
938800	305725	14.6839
940450	305725	18.2074
938700	305750	14.2525
940575	305750	19.4133
938225	305775	9.46166
941125	305800	28.8337
938325	305825	9.3293
938575	305825	11.9311
941075	305850	25.0582
941100	305850	28.865
938075	305875	7.90683
938125	305900	7.91958
938500	305900	9.17959
937900	305925	9.80137
938375	305925	7.01403
940875	305950	24.4194
938300	305975	7.02223
938450	306000	5.63026
940875	306000	24.7577
934425	306025	14.9379
943400	306025	11.0886
938600	306050	6.08761
940875	306050	24.841
943750	306050	6.31448
941725	306075	33.2637
938275	306100	8.05071
940700	306100	22.8488
941650	306100	34.8959
940700	306125	22.7044
941700	306150	35.4424
938200	306175	9.23572
942525	306175	27.2261
938550	306225	4.31923
944400	306275	2.14852
936300	306300	26.0815
942550	306375	29.8834
935525	306450	19.5363
938150	306575	17.9472
938275	306625	21.0426
938225	306675	21.9511
936000	306725	22.9411
937775	306750	15.8989
937925	306775	18.4418
937875	306800	17.8636
935150	306825	15.5045
944175	306900	8.26627
937975	306925	20.5757
935000	307025	13.9951
944575	307125	6.27848
943925	307175	11.5868
934325	307275	11.169
935375	307300	16.2885
935275	307325	15.5006
939050	307950	17.5714
939325	307950	15.5045
936450	308050	15.5021
937825	308075	8.17323
939375	308150	13.5296
939400	308150	13.327
937175	308350	11.8376
937775	308375	7.6817
940300	308600	-0.878282
937750	308700	7.81431
940425	308700	-0.173948
937475	308750	9.38176
938025	308750	8.18828
937950	308800	8.30796
937475	308850	9.28707
937650	308850	8.34684
937675	308850	8.23831
940700	309075	-2.89323
937475	309150	8.52638
937450	309325	7.93297
940500	309350	-2.05628
